method,method_label,iteration,point_idx,global_id,v0_mean,tau,A,R_safety,density,flow_ratio,y_simulated,y_std,dist_to_bound,is_boundary
M2_n50,M2: MultiStart (n=50),2,13,M2_n50_i2_p13,1.6000,0.3000,40.0000,0.8000,1.0000,0.5000,7.9785,1.0233,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,14,M2_n50_i2_p14,0.8000,0.3000,40.0000,1.6000,0.1000,0.0000,13.2113,1.5250,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,15,M2_n50_i2_p15,0.8000,0.3000,40.0000,1.6000,0.1000,0.0000,12.8700,1.5873,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,16,M2_n50_i2_p16,0.8000,0.3000,40.0000,0.8000,0.1000,0.0000,13.3338,1.5042,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,17,M2_n50_i2_p17,1.6000,0.8000,10.0000,1.6000,1.0000,0.5000,14.0614,3.4943,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,18,M2_n50_i2_p18,0.8000,0.8000,40.0000,1.6000,1.0000,0.0000,13.7173,0.6174,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,19,M2_n50_i2_p19,0.8000,0.8000,40.0000,1.6000,1.0000,0.0000,14.0853,0.9121,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,20,M2_n50_i2_p20,0.8000,0.3000,40.0000,0.8000,1.0000,0.0000,13.5630,0.7220,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,1,M2_n50_i3_p1,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,21.2033,3.9373,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,2,M2_n50_i3_p2,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,18.9480,2.9539,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,3,M2_n50_i3_p3,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,19.1808,3.4773,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,4,M2_n50_i3_p4,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,15.5525,3.1772,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,5,M2_n50_i3_p5,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,15.1537,2.2657,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,6,M2_n50_i3_p6,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,16.2450,2.3431,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,7,M2_n50_i3_p7,0.8000,0.3000,10.0000,1.6000,0.1000,0.5000,14.3550,2.0312,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,8,M2_n50_i3_p8,1.6000,0.8000,10.0000,0.8000,1.0000,0.0000,6.2988,0.1555,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,9,M2_n50_i3_p9,0.8000,0.8000,40.0000,1.6000,0.1000,0.5000,15.5075,2.4017,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,10,M2_n50_i3_p10,0.8000,0.8000,40.0000,1.6000,0.1000,0.5000,15.0150,1.6379,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,11,M2_n50_i3_p11,1.6000,0.8000,10.0000,0.8000,0.1000,0.5000,7.2112,0.7991,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,12,M2_n50_i3_p12,1.6000,0.8000,10.0000,0.8000,0.1000,0.5000,6.9238,0.6254,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,13,M2_n50_i3_p13,0.8000,0.3000,40.0000,0.8000,1.0000,0.5000,16.3877,2.3816,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,14,M2_n50_i3_p14,0.8000,0.3000,40.0000,0.8000,1.0000,0.5000,16.5412,3.1748,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,15,M2_n50_i3_p15,1.6000,0.8000,10.0000,1.6000,1.0000,0.5000,12.7134,4.6647,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,16,M2_n50_i3_p16,1.6000,0.8000,10.0000,1.6000,1.0000,0.5000,14.0614,3.4943,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,17,M2_n50_i3_p17,1.6000,0.8000,40.0000,0.8000,1.0000,0.0000,6.2912,0.1350,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,18,M2_n50_i3_p18,1.6000,0.8000,10.0000,1.6000,0.1000,0.5000,8.1713,1.2283,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,19,M2_n50_i3_p19,1.6000,0.3000,40.0000,1.6000,0.1000,0.5000,7.3063,0.9096,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,20,M2_n50_i3_p20,0.8000,0.3000,24.7222,1.6000,0.1000,0.5000,13.9962,1.9126,0.0000,YES
